0.03284938	7659.4036	7659.44724	0	0	
0.03741229	7659.40379	7659.48214	0	0	
0.0475391	7659.40499	7659.5345	0	0	
0.05768391	7659.40681	7659.58686	0	0	
0.06783071	7659.40925	7659.62177	0	0	
0.07806252	7659.41234	7659.63922	0	0	
0.08825433	7659.41604	7659.65668	0	0	
0.09833814	7659.4203	7659.6654	0	0	
0.1087279	7659.42536	7659.6654	0	0	
0.1186478	7659.43075	7659.65668	0	0	
0.1291096	7659.43713	7659.63922	0	0	
0.1400263	7659.44451	7659.60432	0	0	
0.1493792	7659.4513	7659.58686	0	0	
0.159536	7659.45933	7659.55196	0	0	
0.1696638	7659.46795	7659.50832	0	0	
0.1798786	7659.47728	7659.46469	0	0	
0.1900944	7659.48723	7659.42978	0	0	
0.2002062	7659.49769	7659.39488	0	0	
0.210351	7659.5088	7659.3687	0	0	
0.2206568	7659.52073	7659.34252	0	0	
0.2309816	7659.53333	7659.32506	0	0	
0.2408044	7659.54587	7659.30761	0	0	
0.2509392	7659.55944	7659.29888	0	0	
0.2610971	7659.57366	7659.29888	0	0	
0.2795897	7659.60208	7659.30761	0	0	
0.2844076	7659.60942	7659.32506	0	0	
0.2945794	7659.6257	7659.34252	0	0	
0.3050212	7659.64309	7659.37742	0	0	
0.315113	7659.66049	7659.41233	0	0	
0.3252968	7659.67866	7659.45596	0	0	
0.3358516	7659.69818	7659.4996	0	0	
0.3457485	7659.71706	7659.55196	0	0	
0.3559773	7659.7372	7659.60432	0	0	
0.3663261	7659.75823	7659.65668	0	0	
0.3764709	7659.77945	7659.70903	0	0	
0.3866297	7659.80133	7659.77012	0	0	
0.3968645	7659.824	7659.82248	0	0	
0.4070783	7659.84724	7659.87484	0	0	
0.4173041	7659.87115	7659.9272	0	0	
0.4275649	7659.89576	7659.97956	0	0	
0.4377957	7659.92094	7660.03192	0	0	
0.4479375	7659.94651	7660.07555	0	0	
0.4581573	7659.97291	7660.11919	0	0	
0.4683881	7659.99995	7660.16282	0	0	
0.4786019	7660.02758	7660.19773	0	0	
0.4888137	7660.05582	7660.22391	0	0	
0.4990566	7660.0848	7660.25009	0	0	
0.5092694	7660.11431	7660.26754	0	0	
0.5195682	7660.1447	7660.28499	0	0	
0.529677	7660.17513	7660.30245	0	0	
0.5399078	7660.20658	7660.31117	0	0	
0.5584344	7660.26603	7660.3199	0	0	
0.5633103	7660.28162	7660.3199	0	0	
0.5734851	7660.31494	7660.3199	0	0	
0.5837639	7660.34923	7660.3199	0	0	
0.5939178	7660.38388	7660.3199	0	0	
0.6041056	7660.41894	7660.3199	0	0	
0.6143814	7660.45512	7660.32863	0	0	
0.6245512	7660.49155	7660.32863	0	0	
0.634773	7660.52878	7660.33735	0	0	
0.6450168	7660.56672	7660.35481	0	0	
0.6551916	7660.60501	7660.37226	0	0	
0.6654164	7660.64414	7660.38971	0	0	
0.6756262	7660.68382	7660.42462	0	0	
0.685844	7660.72417	7660.46825	0	0	
0.6961778	7660.76564	7660.52061	0	0	
0.7062446	7660.80659	7660.57297	0	0	
0.7167214	7660.84992	7660.63406	0	0	
0.7266842	7660.8917	7660.70387	0	0	
0.736907	7660.9352	7660.77369	0	0	
0.7471529	7660.97942	7660.85223	0	0	
0.7573497	7661.02404	7660.93077	0	0	
0.7675595	7661.06938	7661.00931	0	0	
0.7777853	7661.1154	7661.08785	0	0	
0.7880141	7661.16205	7661.16638	0	0	
0.7983069	7661.20965	7661.24492	0	0	
0.8084467	7661.25714	7661.32346	0	0	
0.8186555	7661.30558	7661.402	0	0	
0.8289243	7661.35495	7661.47182	0	0	
0.8390951	7661.40445	7661.54163	0	0	
0.8493229	7661.45489	7661.60272	0	0	
0.8596147	7661.50624	7661.6638	0	0	
0.8697505	7661.55745	7661.72489	0	0	
0.8799843	7661.60978	7661.77725	0	0	
0.8902051	7661.66268	7661.82961	0	0	
0.900412	7661.71611	7661.87324	0	0	
0.9107248	7661.77074	7661.90815	0	0	
0.9209396	7661.82551	7661.95178	0	0	
0.9310334	7661.88018	7661.98669	0	0	
0.9412882	7661.93641	7662.0216	0	0	
0.951458	7661.99278	7662.04778	0	0	
0.9617558	7662.05048	7662.08268	0	0	
0.9719666	7662.10834	7662.11759	0	0	
0.9904932	7662.21582	7662.16995	0	0	
0.9953632	7662.24401	7662.1874	0	0	
1.005569	7662.30388	7662.22231	0	0	
1.015764	7662.36431	7662.25722	0	0	
1.026028	7662.42578	7662.29212	0	0	
1.036722	7662.49057	7662.33576	0	0	
1.046492	7662.55026	7662.37939	0	0	
1.056691	7662.61323	7662.43175	0	0	
1.06692	7662.677	7662.49284	0	0	
1.077168	7662.74152	7662.56265	0	0	
1.087257	7662.80565	7662.62373	0	0	
1.097463	7662.87117	7662.70227	0	0	
1.107672	7662.93732	7662.77209	0	0	
1.117913	7663.0043	7662.85063	0	0	
1.128141	7663.07183	7662.93789	0	0	
1.138546	7663.14119	7663.02516	0	0	
1.148536	7663.20837	7663.11243	0	0	
1.158748	7663.27767	7663.20842	0	0	
1.168968	7663.34766	7663.30441	0	0	
1.179247	7663.41866	7663.39168	0	0	
1.189326	7663.48887	7663.48767	0	0	
1.199615	7663.56126	7663.58367	0	0	
